scan:1	SNR:24.5614	Cov:0.608696
scan:76	SNR:5.7508	Cov:0.409091
scan:77	SNR:7.92079	Cov:0.705882
scan:78	SNR:6.25	Cov:0.114286
scan:79	SNR:3.93443	Cov:0.352941
scan:80	SNR:6.75105	Cov:0.727273
scan:81	SNR:6.31068	Cov:0.722222
scan:82	SNR:8.73786	Cov:0.9
scan:83	SNR:6.27803	Cov:0.333333
scan:84	SNR:5.80913	Cov:0.35
scan:85	SNR:15.0327	Cov:0.676471
scan:86	SNR:6.15385	Cov:0.4
scan:87	SNR:5.94315	Cov:0.547619
scan:88	SNR:8.05085	Cov:0.413043
scan:89	SNR:7.58123	Cov:0.375
scan:90	SNR:3.79747	Cov:0.236842
scan:91	SNR:5.6391	Cov:0.25
scan:92	SNR:10.0962	Cov:0.807692
scan:93	SNR:4.01786	Cov:0.160714
scan:94	SNR:10.9375	Cov:0.259259
scan:95	SNR:6.12245	Cov:0.75
scan:96	SNR:7.32984	Cov:0.636364
scan:97	SNR:8.37989	Cov:0.5
scan:98	SNR:12.7907	Cov:0.37931
scan:99	SNR:5.22648	Cov:0.681818
scan:100	SNR:19.084	Cov:0.595238
scan:101	SNR:4.60251	Cov:0.203704
scan:102	SNR:4.65116	Cov:0.333333
scan:103	SNR:7.9602	Cov:0.571429
scan:104	SNR:11.6438	Cov:0.566667
scan:105	SNR:9.94152	Cov:0.303571
scan:106	SNR:20.8	Cov:0.5
scan:107	SNR:7.0922	Cov:0.769231
scan:108	SNR:10.1322	Cov:0.676471
scan:109	SNR:9.09091	Cov:0.416667
scan:110	SNR:13.8686	Cov:0.306452
scan:111	SNR:6.01504	Cov:0.8
scan:112	SNR:11.9048	Cov:0.588235
scan:113	SNR:5.96206	Cov:0.6875
scan:114	SNR:8.27068	Cov:0.55
scan:115	SNR:11.4583	Cov:0.6875
scan:116	SNR:5.44747	Cov:0.5
scan:117	SNR:5.49451	Cov:0.202703
scan:118	SNR:5.17241	Cov:0.145161
scan:119	SNR:9.13461	Cov:0.452381
scan:120	SNR:10.7527	Cov:0.384615
scan:121	SNR:6.14035	Cov:0.636364
scan:122	SNR:7.27273	Cov:0.3
scan:123	SNR:4.47761	Cov:0.222222
scan:124	SNR:10.628	Cov:0.647059
scan:125	SNR:11.9266	Cov:0.393939
scan:126	SNR:5.39419	Cov:0.309524
scan:127	SNR:5.57621	Cov:0.681818
scan:128	SNR:14.3939	Cov:0.413043
scan:129	SNR:3.41615	Cov:0.323529
scan:130	SNR:6.73575	Cov:0.541667
scan:131	SNR:6.09137	Cov:0.6
scan:132	SNR:26.9663	Cov:0.5
scan:133	SNR:9	Cov:0.428571
scan:134	SNR:6.73575	Cov:0.361111
scan:135	SNR:6.78733	Cov:0.576923
scan:136	SNR:11.1842	Cov:0.223684
scan:137	SNR:7.5188	Cov:0.208333
scan:138	SNR:3.4632	Cov:0.190476
scan:139	SNR:8.33333	Cov:0.642857
scan:140	SNR:7.45342	Cov:0.545455
scan:141	SNR:3.71901	Cov:0.264706
scan:142	SNR:18.0556	Cov:0.619048
scan:143	SNR:16.4286	Cov:0.638889
scan:144	SNR:4.947	Cov:0.318182
scan:145	SNR:8.85417	Cov:0.265625
scan:146	SNR:13.3721	Cov:1.27778
scan:147	SNR:4.23453	Cov:0.19697
scan:148	SNR:2.31481	Cov:0.125
scan:149	SNR:12.234	Cov:0.605263
scan:150	SNR:6.61765	Cov:0.642857
scan:151	SNR:9.01961	Cov:0.383333
scan:152	SNR:5.22388	Cov:0.538462
scan:153	SNR:11.2195	Cov:0.396552
scan:154	SNR:7.92079	Cov:0.666667
scan:155	SNR:15	Cov:0.357143
scan:156	SNR:8.36013	Cov:0.764706
scan:157	SNR:4.49827	Cov:0.191176
scan:158	SNR:6.28272	Cov:0.1875
scan:159	SNR:6.66667	Cov:0.296296
scan:160	SNR:7.50988	Cov:0.678571
scan:161	SNR:6.38298	Cov:0.145161
scan:162	SNR:12.1429	Cov:0.653846
scan:163	SNR:8.08824	Cov:0.157143
scan:164	SNR:7.91667	Cov:0.678571
scan:165	SNR:7.08215	Cov:0.568182
scan:166	SNR:7.55556	Cov:0.386364
scan:167	SNR:5.81395	Cov:0.666667
scan:168	SNR:8.96552	Cov:0.270833
scan:169	SNR:5.36913	Cov:0.533333
scan:170	SNR:8.36502	Cov:0.458333
scan:171	SNR:9.23913	Cov:0.369565
scan:172	SNR:27.6596	Cov:0.282609
scan:173	SNR:7.9602	Cov:0.4
scan:174	SNR:11.7117	Cov:0.191176
scan:175	SNR:4.07609	Cov:0.3
scan:176	SNR:9.04977	Cov:1.11111
scan:177	SNR:4.4665	Cov:0.28125
scan:178	SNR:7.393	Cov:0.365385
scan:179	SNR:6.03448	Cov:0.4375
scan:180	SNR:12.5	Cov:0.258065
scan:181	SNR:10	Cov:0.477273
scan:182	SNR:3.20366	Cov:0.269231
scan:183	SNR:10.7692	Cov:1.16667
scan:184	SNR:9.52381	Cov:0.138889
scan:185	SNR:16.5414	Cov:0.578947
scan:186	SNR:3.53535	Cov:0.175
scan:187	SNR:5.22388	Cov:0.304348
scan:188	SNR:5.46624	Cov:0.283333
scan:189	SNR:11.3514	Cov:0.388889
scan:190	SNR:5.26316	Cov:0.32
scan:191	SNR:3.95257	Cov:0.25
scan:192	SNR:5.44218	Cov:0.333333
scan:193	SNR:9.04762	Cov:0.365385
scan:194	SNR:6.70732	Cov:0.171875
scan:195	SNR:14.2857	Cov:0.289474
scan:196	SNR:7.07547	Cov:0.441176
scan:197	SNR:4.36508	Cov:0.203704
scan:198	SNR:5.28634	Cov:0.666667
scan:199	SNR:17.8808	Cov:0.642857
scan:200	SNR:6.12245	Cov:0.552632
scan:201	SNR:16.129	Cov:0.138889
scan:202	SNR:12.9032	Cov:0.526316
scan:203	SNR:11.9205	Cov:0.692308
scan:204	SNR:11.3402	Cov:0.578947
scan:205	SNR:5.32544	Cov:0.9
scan:206	SNR:9.41177	Cov:0.6
scan:207	SNR:10.6383	Cov:0.625
scan:208	SNR:7.48663	Cov:0.7
scan:209	SNR:12.8049	Cov:0.617647
scan:210	SNR:3.73134	Cov:0.340909
scan:211	SNR:12.069	Cov:0.259259
scan:212	SNR:9.27835	Cov:0.36
scan:213	SNR:9.1954	Cov:0.470588
scan:214	SNR:6.62651	Cov:0.6875
scan:215	SNR:3.47003	Cov:0.275
scan:216	SNR:3.46154	Cov:0.225
scan:217	SNR:8.7108	Cov:0.5
scan:218	SNR:32.8767	Cov:0.545455
scan:219	SNR:5.10204	Cov:0.47619
scan:220	SNR:16.1677	Cov:0.9
scan:221	SNR:6.38298	Cov:0.75
scan:222	SNR:8.21256	Cov:0.708333
scan:223	SNR:6.17284	Cov:0.326087
scan:224	SNR:6.58307	Cov:0.403846
scan:225	SNR:11.2903	Cov:0.35
scan:226	SNR:14.7059	Cov:0.625
scan:227	SNR:4.5283	Cov:0.214286
scan:228	SNR:18.6275	Cov:0.59375
scan:229	SNR:26.6667	Cov:0.416667
scan:230	SNR:7.75862	Cov:0.28125
scan:231	SNR:6.97674	Cov:0.357143
scan:232	SNR:7.53425	Cov:0.261905
scan:233	SNR:10.0503	Cov:0.588235
scan:234	SNR:6.18182	Cov:0.369565
scan:235	SNR:6.79245	Cov:0.5625
scan:236	SNR:10	Cov:0.392857
scan:237	SNR:10.1695	Cov:0.705882
scan:238	SNR:4.74684	Cov:0.5
scan:239	SNR:6.88073	Cov:0.681818
scan:240	SNR:5.43478	Cov:0.217391
scan:241	SNR:13.0769	Cov:0.425
scan:242	SNR:12.2581	Cov:0.730769
scan:243	SNR:14.1892	Cov:0.388889
scan:244	SNR:10.9756	Cov:0.333333
scan:245	SNR:8.72727	Cov:0.521739
scan:246	SNR:12.7273	Cov:0.875
scan:247	SNR:2.10526	Cov:0.08
scan:248	SNR:8.79121	Cov:0.296296
scan:249	SNR:8.09717	Cov:0.833333
scan:250	SNR:10.241	Cov:0.653846
scan:251	SNR:6.57895	Cov:0.666667
scan:252	SNR:9.70874	Cov:0.714286
scan:253	SNR:8.6758	Cov:0.431818
scan:254	SNR:7.38636	Cov:0.19697
scan:255	SNR:6.14525	Cov:0.229167
scan:256	SNR:7.14286	Cov:0.944444
scan:257	SNR:8.45588	Cov:0.676471
scan:258	SNR:7.95455	Cov:0.375
scan:259	SNR:10	Cov:0.545455
scan:260	SNR:25.2525	Cov:0.446429
scan:261	SNR:30.9859	Cov:0.5
scan:262	SNR:7.34694	Cov:0.473684
scan:263	SNR:9.86842	Cov:0.75
scan:264	SNR:6.98925	Cov:0.65
scan:265	SNR:9.55056	Cov:0.354167
scan:266	SNR:9.93789	Cov:0.296296
scan:267	SNR:6.45161	Cov:0.368421
scan:268	SNR:11.4458	Cov:0.263889
scan:269	SNR:13.5417	Cov:0.224138
scan:270	SNR:5.73477	Cov:0.888889
scan:271	SNR:7.42857	Cov:0.590909
scan:272	SNR:13.8211	Cov:0.566667
scan:273	SNR:10.5932	Cov:0.595238
scan:274	SNR:5.40541	Cov:0.230769
scan:275	SNR:9.45274	Cov:0.452381
scan:276	SNR:6.73575	Cov:0.19697
scan:277	SNR:4.329	Cov:0.294118
scan:278	SNR:10.396	Cov:0.583333
scan:279	SNR:10.0592	Cov:0.369565
scan:280	SNR:9.23077	Cov:0.142857
scan:281	SNR:4.30839	Cov:0.351852
scan:282	SNR:8.69565	Cov:0.666667
scan:283	SNR:7.23982	Cov:0.4
scan:284	SNR:5.26316	Cov:0.289474
scan:285	SNR:8.92193	Cov:0.428571
scan:286	SNR:5.97826	Cov:0.229167
scan:287	SNR:7.03704	Cov:0.527778
scan:288	SNR:15.2174	Cov:0.736842
scan:289	SNR:3.80435	Cov:0.112903
scan:290	SNR:5.01792	Cov:0.4375
scan:291	SNR:6.18892	Cov:0.791667
scan:292	SNR:8.37209	Cov:0.5625
scan:293	SNR:14.8649	Cov:0.647059
scan:294	SNR:4.69484	Cov:0.2
scan:295	SNR:3.30578	Cov:0.352941
scan:296	SNR:10	Cov:0.176471
scan:297	SNR:4.06504	Cov:0.263158
scan:298	SNR:8.49673	Cov:0.232143
scan:299	SNR:10.1911	Cov:0.333333
scan:300	SNR:16.2791	Cov:0.525
scan:301	SNR:8.52713	Cov:0.5
scan:302	SNR:13.4454	Cov:0.266667
scan:303	SNR:10.9677	Cov:0.447368
scan:304	SNR:2.48963	Cov:0.142857
scan:305	SNR:12.8834	Cov:0.875
scan:306	SNR:5.45977	Cov:0.678571
scan:307	SNR:5.39568	Cov:0.576923
scan:308	SNR:6.06061	Cov:0.214286
scan:309	SNR:7.69231	Cov:0.375
scan:310	SNR:12.0567	Cov:0.425
scan:311	SNR:11.1111	Cov:0.714286
scan:312	SNR:5.08475	Cov:0.5
scan:313	SNR:7.8534	Cov:0.394737
scan:314	SNR:4.21053	Cov:0.315789
scan:315	SNR:7.72947	Cov:0.4
scan:316	SNR:5.06912	Cov:0.5
scan:317	SNR:4.26357	Cov:0.177419
scan:318	SNR:3.9886	Cov:0.304348
scan:319	SNR:11.8012	Cov:0.452381
scan:320	SNR:8.04196	Cov:0.766667
scan:321	SNR:9.66184	Cov:0.333333
scan:322	SNR:20.7317	Cov:0.472222
scan:323	SNR:8.38323	Cov:0.388889
scan:324	SNR:5.76923	Cov:0.46875
scan:325	SNR:4.43864	Cov:0.472222
scan:326	SNR:12.3967	Cov:0.241935
scan:327	SNR:4.60993	Cov:0.295455
scan:328	SNR:7.1066	Cov:0.777778
scan:329	SNR:7.05128	Cov:0.305556
scan:330	SNR:9.09091	Cov:0.109375
scan:331	SNR:18.1818	Cov:0.5
scan:332	SNR:8.77193	Cov:0.333333
scan:333	SNR:7.25389	Cov:0.28
scan:334	SNR:10.9195	Cov:0.452381
scan:335	SNR:11.4458	Cov:0.351852
